ensg_id	gene_symbol	pmtl	latest_gene_symbol
ENSG00000175087	PDIK1L	NA	PDIK1L
ENSG00000197245	FAM110D	NA	FAM110D
ENSG00000282872	C1orf232	NA	C1orf232
ENSG00000142684	ZNF593	NA	ZNF593
ENSG00000142675	CNKSR1	NA	CNKSR1
ENSG00000188782	CATSPER4	NA	CATSPER4
ENSG00000130695	CEP85	NA	CEP85
ENSG00000142669	SH3BGRL3	NA	SH3BGRL3
ENSG00000158062	UBXN11	NA	UBXN11
ENSG00000169442	CD52	NA	CD52
ENSG00000176092	CRYBG2	NA	CRYBG2
ENSG00000176083	ZNF683	NA	ZNF683
ENSG00000131914	LIN28A	NA	LIN28A
ENSG00000117682	DHDDS	NA	DHDDS
ENSG00000198830	HMGN2	NA	HMGN2
ENSG00000224129	DPPA2P2	NA	DPPA2P2
ENSG00000117676	RPS6KA1	NA	RPS6KA1
ENSG00000238705	MIR1976	NA	MIR1976
ENSG00000243905	RN7SL679P	NA	RN7SL679P
ENSG00000252802	Y_RNA	NA	Y_RNA
ENSG00000252429	RNU7-29P	NA	RNU7-29P
ENSG00000117713	ARID1A	NA	ARID1A
ENSG00000060642	PIGV	NA	PIGV
ENSG00000241188	RN7SL165P	NA	RN7SL165P
ENSG00000204160	ZDHHC18	NA	ZDHHC18
ENSG00000175793	SFN	NA	SFN
ENSG00000142751	GPN2	NA	GPN2
ENSG00000198746	GPATCH3	NA	GPATCH3
ENSG00000090273	NUDC	NA	NUDC
ENSG00000131910	NR0B2	NA	NR0B2
ENSG00000175707	KDF1	NA	KDF1
ENSG00000172746	RPL12P13	NA	RPL12P13
ENSG00000225294	OSTCP2	NA	OSTCP2
ENSG00000253368	TRNP1	NA	TRNP1
ENSG00000090020	SLC9A1	NA	SLC9A1
ENSG00000214973	CHCHD3P3	NA	CHCHD3P3
ENSG00000225159	NPM1P39	NA	NPM1P39
ENSG00000225990	SNRPEP7	NA	SNRPEP7
ENSG00000142784	WDTC1	NA	WDTC1
ENSG00000252098	Y_RNA	NA	Y_RNA
ENSG00000186501	TMEM222	NA	TMEM222
ENSG00000206888	RNU6-48P	NA	RNU6-48P
ENSG00000241547	ACTG1P20	NA	ACTG1P20
ENSG00000142765	SYTL1	NA	SYTL1
ENSG00000142733	MAP3K6	NA	MAP3K6
ENSG00000142748	FCN3	NA	FCN3
ENSG00000174950	CD164L2	NA	CD164L2
ENSG00000181773	GPR3	NA	GPR3
ENSG00000158195	WASF2	NA	WASF2
ENSG00000126705	AHDC1	NA	AHDC1
ENSG00000000938	FGR	NA	FGR
ENSG00000126709	IFI6	NA	IFI6
ENSG00000206767	RNU6-949P	NA	RNU6-949P
ENSG00000226662	CHMP1AP1	NA	CHMP1AP1
ENSG00000207095	RNU6-424P	NA	RNU6-424P
ENSG00000009780	FAM76A	NA	FAM76A
ENSG00000230833	RPEP3	NA	RPEP3
ENSG00000117758	STX12	NA	STX12
ENSG00000223062	RNU6-1245P	NA	RNU6-1245P
ENSG00000117751	PPP1R8	NA	PPP1R8
ENSG00000252947	SCARNA1	NA	SCARNA1
ENSG00000130775	THEMIS2	NA	THEMIS2
ENSG00000117748	RPA2	NA	RPA2
ENSG00000130768	SMPDL3B	NA	SMPDL3B
ENSG00000158156	XKR8	NA	XKR8
ENSG00000158161	EYA3	NA	EYA3
ENSG00000240750	RN7SL559P	NA	RN7SL559P
ENSG00000228589	SPCS2P4	NA	SPCS2P4
ENSG00000253005	RNU6-176P	NA	RNU6-176P
ENSG00000169403	PTAFR	NA	PTAFR
ENSG00000126698	DNAJC8	NA	DNAJC8
ENSG00000130766	SESN2	NA	SESN2
ENSG00000130772	MED18	NA	MED18
ENSG00000204138	PHACTR4	NA	PHACTR4
ENSG00000206779	Y_RNA	NA	Y_RNA
ENSG00000221216	RNU6ATAC27P	NA	RNU6ATAC27P
ENSG00000180198	RCC1	NA	RCC1
ENSG00000242125	SNHG3	NA	SNHG3
ENSG00000274266	SNORA73A	NA	SNORA73A
ENSG00000200087	SNORA73B	NA	SNORA73B
ENSG00000231468	PRDX3P2	NA	PRDX3P2
ENSG00000180098	TRNAU1AP	NA	TRNAU1AP
ENSG00000197989	SNHG12	NA	SNHG12
ENSG00000221539	SNORD99	NA	SNORD99
ENSG00000278274	SNORA61	NA	SNORA61
ENSG00000273544	SNORA44	NA	SNORA44
ENSG00000280498	SNORA16A	NA	SNORA16A
ENSG00000274582	SNORA16A	NA	SNORA16A
ENSG00000120656	TAF12	NA	TAF12
ENSG00000188060	RAB42	NA	RAB42
ENSG00000229388	LINC01715	NA	LINC01715
ENSG00000274978	RNU11	NA	RNU11
ENSG00000162419	GMEB1	NA	GMEB1
ENSG00000198492	YTHDF2	NA	YTHDF2
ENSG00000116329	OPRD1	NA	OPRD1
ENSG00000199756	Y_RNA	NA	Y_RNA
ENSG00000159023	EPB41	NA	EPB41
ENSG00000206704	Y_RNA	NA	Y_RNA
ENSG00000277958	Metazoa_SRP	NA	Metazoa_SRP
ENSG00000253304	TMEM200B	NA	TMEM200B
ENSG00000116350	SRSF4	NA	SRSF4
ENSG00000116353	MECR	NA	MECR
ENSG00000060656	PTPRU	NA	PTPRU
ENSG00000230523	LINC01756	NA	LINC01756
ENSG00000233399	LINC01648	NA	LINC01648
ENSG00000162510	MATN1	NA	MATN1
ENSG00000186056	MATN1-AS1	NA	MATN1-AS1
ENSG00000162511	LAPTM5	NA	LAPTM5
ENSG00000264773	MIR4420	NA	MIR4420
ENSG00000223382	LINC01778	NA	LINC01778
ENSG00000222784	RN7SKP91	NA	RN7SKP91
ENSG00000162512	SDC3	NA	SDC3
ENSG00000266210	RN7SL371P	NA	RN7SL371P
ENSG00000134644	PUM1	NA	PUM1
ENSG00000215900	SELENOWP1	NA	SELENOWP1
ENSG00000084628	NKAIN1	NA	NKAIN1
ENSG00000060688	SNRNP40	NA	SNRNP40
ENSG00000121766	ZCCHC17	NA	ZCCHC17
ENSG00000121769	FABP3	NA	FABP3
ENSG00000168528	SERINC2	NA	SERINC2
ENSG00000206981	RNU6-40P	NA	RNU6-40P
ENSG00000265961	Y_RNA	NA	Y_RNA
ENSG00000284543	LINC01226	NA	LINC01226
ENSG00000142910	TINAGL1	NA	TINAGL1
ENSG00000121764	HCRTR1	NA	HCRTR1
ENSG00000162517	PEF1	NA	PEF1
ENSG00000084636	COL16A1	NA	COL16A1
ENSG00000121753	ADGRB2	NA	ADGRB2
ENSG00000266580	MIR4254	NA	MIR4254
ENSG00000134668	SPOCD1	NA	SPOCD1
ENSG00000184007	PTP4A2	NA	PTP4A2
ENSG00000121774	KHDRBS1	NA	KHDRBS1
ENSG00000121775	TMEM39B	NA	TMEM39B
ENSG00000266203	MIR5585	NA	MIR5585
ENSG00000276493	Metazoa_SRP	NA	Metazoa_SRP
ENSG00000025800	KPNA6	NA	KPNA6
ENSG00000084652	TXLNA	NA	TXLNA
ENSG00000160050	CCDC28B	NA	CCDC28B
ENSG00000160051	IQCC	NA	IQCC
ENSG00000222046	DCDC2B	NA	DCDC2B
ENSG00000160055	TMEM234	NA	TMEM234
ENSG00000084623	EIF3I	NA	EIF3I
ENSG00000220785	MTMR9LP	NA	MTMR9LP
ENSG00000183615	FAM167B	NA	FAM167B
ENSG00000182866	LCK	NA	LCK
ENSG00000277617	Metazoa_SRP	NA	Metazoa_SRP
ENSG00000252450	Y_RNA	NA	Y_RNA
ENSG00000116478	HDAC1	NA	HDAC1
ENSG00000175130	MARCKSL1	NA	MARCKSL1
ENSG00000162526	TSSK3	NA	TSSK3
ENSG00000225828	FAM229A	NA	FAM229A
ENSG00000160058	BSDC1	NA	BSDC1
ENSG00000224333	GAPDHP20	NA	GAPDHP20
ENSG00000229259	LRRC37A12P	NA	LRRC37A12P
ENSG00000263529	RN7SL122P	NA	RN7SL122P
ENSG00000273274	ZBTB8B	NA	ZBTB8B
ENSG00000160062	ZBTB8A	NA	ZBTB8A
ENSG00000176261	ZBTB8OS	NA	ZBTB8OS
ENSG00000200591	Y_RNA	NA	Y_RNA
ENSG00000162521	RBBP4	NA	RBBP4
ENSG00000162520	SYNC	NA	SYNC
ENSG00000162522	KIAA1522	NA	KIAA1522
ENSG00000116497	S100PBP	NA	S100PBP
ENSG00000160097	FNDC5	NA	FNDC5
ENSG00000121905	HPCA	NA	HPCA
ENSG00000121900	TMEM54	NA	TMEM54
ENSG00000116514	RNF19B	NA	RNF19B
ENSG00000004455	AK2	NA	AK2
ENSG00000276645	Metazoa_SRP	NA	Metazoa_SRP
ENSG00000142920	AZIN2	NA	AZIN2
ENSG00000116525	TRIM62	NA	TRIM62
ENSG00000160094	ZNF362	NA	ZNF362
ENSG00000184389	A3GALT2	NA	A3GALT2
ENSG00000134686	PHC2	NA	PHC2
ENSG00000284154	MIR3605	NA	MIR3605
ENSG00000222112	RN7SKP16	NA	RN7SKP16
ENSG00000234512	TLR12P	NA	TLR12P
ENSG00000121903	ZSCAN20	NA	ZSCAN20
ENSG00000121904	CSMD2	NA	CSMD2
ENSG00000227000	HSPD1P14	NA	HSPD1P14
ENSG00000176256	HMGB4	NA	HMGB4
ENSG00000231163	CSMD2-AS1	NA	CSMD2-AS1
ENSG00000201148	RNA5SP42	NA	RNA5SP42
ENSG00000142698	C1orf94	NA	C1orf94
ENSG00000207941	MIR552	NA	MIR552
ENSG00000163866	SMIM12	NA	SMIM12
ENSG00000189280	GJB5	NA	GJB5
ENSG00000189433	GJB4	NA	GJB4
ENSG00000188910	GJB3	NA	GJB3
ENSG00000187513	GJA4	NA	GJA4
ENSG00000116544	DLGAP3	NA	DLGAP3
ENSG00000243749	TMEM35B	NA	TMEM35B
ENSG00000163867	ZMYM6	NA	ZMYM6
ENSG00000233940	RPL12P45	NA	RPL12P45
ENSG00000197056	ZMYM1	NA	ZMYM1
ENSG00000228348	EFCAB14P1	NA	EFCAB14P1
ENSG00000116560	SFPQ	NA	SFPQ
ENSG00000201868	Y_RNA	NA	Y_RNA
ENSG00000146463	ZMYM4	NA	ZMYM4
ENSG00000240374	RN7SL503P	NA	RN7SL503P
ENSG00000201542	SNORA62	NA	SNORA62
ENSG00000229994	RPL5P4	NA	RPL5P4
ENSG00000227409	ZMYM4-AS1	NA	ZMYM4-AS1
ENSG00000278702	Metazoa_SRP	NA	Metazoa_SRP
ENSG00000142687	KIAA0319L	NA	KIAA0319L
ENSG00000020129	NCDN	NA	NCDN
ENSG00000116819	TFAP2E	NA	TFAP2E
ENSG00000126067	PSMB2	NA	PSMB2
ENSG00000142686	C1orf216	NA	C1orf216
ENSG00000092853	CLSPN	NA	CLSPN
ENSG00000134698	AGO4	NA	AGO4
ENSG00000092847	AGO1	NA	AGO1
ENSG00000126070	AGO3	NA	AGO3
ENSG00000092850	TEKT2	NA	TEKT2
ENSG00000171812	COL8A2	NA	COL8A2
ENSG00000054116	TRAPPC3	NA	TRAPPC3
ENSG00000116871	MAP7D1	NA	MAP7D1
ENSG00000264592	RN7SL131P	NA	RN7SL131P
ENSG00000054118	THRAP3	NA	THRAP3
ENSG00000231849	UBE2V2P4	NA	UBE2V2P4
ENSG00000214193	SH3D21	NA	SH3D21
ENSG00000142694	EVA1B	NA	EVA1B
ENSG00000116883	AL591845.1	NA	AL591845.1
ENSG00000196182	STK40	NA	STK40
ENSG00000181817	LSM10	NA	LSM10
ENSG00000222821	RNU4-27P	NA	RNU4-27P
ENSG00000116885	OSCP1	NA	OSCP1
ENSG00000201448	SNORA63C	NA	SNORA63C
ENSG00000116898	MRPS15	NA	MRPS15
ENSG00000119535	CSF3R	NA	CSF3R
ENSG00000230214	FTLP18	NA	FTLP18
ENSG00000163873	GRIK3	NA	GRIK3
ENSG00000264698	MIR4255	NA	MIR4255
ENSG00000207328	RNU6-636P	NA	RNU6-636P
ENSG00000252368	RNA5SP43	NA	RNA5SP43
ENSG00000230451	RPS29P6	NA	RPS29P6
ENSG00000233621	LINC01137	NA	LINC01137
ENSG00000163874	ZC3H12A	NA	ZC3H12A
ENSG00000283724	MIR6732	NA	MIR6732
ENSG00000163875	MEAF6	NA	MEAF6
ENSG00000263675	MIR5581	NA	MIR5581
ENSG00000163877	SNIP1	NA	SNIP1
ENSG00000232273	FTH1P1	NA	FTH1P1
ENSG00000163879	DNALI1	NA	DNALI1
ENSG00000134697	GNL2	NA	GNL2
ENSG00000169218	RSPO1	NA	RSPO1
ENSG00000116922	C1orf109	NA	C1orf109
ENSG00000134690	CDCA8	NA	CDCA8
ENSG00000183317	EPHA10	NA	EPHA10
ENSG00000200421	Y_RNA	NA	Y_RNA
ENSG00000214141	ACTN4P2	NA	ACTN4P2
ENSG00000185090	MANEAL	NA	MANEAL
ENSG00000196449	YRDC	NA	YRDC
ENSG00000197982	C1orf122	NA	C1orf122
ENSG00000188786	MTF1	NA	MTF1
ENSG00000204084	INPP5B	NA	INPP5B
ENSG00000252448	SNORA63	NA	SNORA63
ENSG00000222282	RNU6-584P	NA	RNU6-584P
ENSG00000277168	Metazoa_SRP	NA	Metazoa_SRP
ENSG00000183431	SF3A3	NA	SF3A3
ENSG00000212541	RNU6-510P	NA	RNU6-510P
ENSG00000183386	FHL3	NA	FHL3
ENSG00000183520	UTP11	NA	UTP11
ENSG00000185668	POU3F1	NA	POU3F1
ENSG00000265596	MIR3659	NA	MIR3659
ENSG00000237290	LINC01343	NA	LINC01343
ENSG00000200796	RNU6-753P	NA	RNU6-753P
ENSG00000238063	LINC01685	NA	LINC01685
ENSG00000116954	RRAGC	NA	RRAGC
ENSG00000214114	MYCBP	NA	MYCBP
ENSG00000131233	GJA9	NA	GJA9
ENSG00000158315	RHBDL2	NA	RHBDL2
ENSG00000199963	RNU6-605P	NA	RNU6-605P
ENSG00000207466	Y_RNA	NA	Y_RNA
ENSG00000235549	EIF1P2	NA	EIF1P2
ENSG00000174574	AKIRIN1	NA	AKIRIN1
ENSG00000168653	NDUFS5	NA	NDUFS5
ENSG00000127603	MACF1	NA	MACF1
ENSG00000206654	RNU6-608P	NA	RNU6-608P
ENSG00000222378	RNA5SP44	NA	RNA5SP44
ENSG00000270040	AL356055.1	NA	AL356055.1
ENSG00000217897	HSPE1P8	NA	HSPE1P8
ENSG00000183682	BMP8A	NA	BMP8A
ENSG00000237624	OXCT2P1	NA	OXCT2P1
ENSG00000182109	AL365277.1	NA	AL365277.1
ENSG00000243970	PPIEL	NA	PPIEL
ENSG00000090621	PABPC4	NA	PABPC4
ENSG00000201457	SNORA55	NA	SNORA55
ENSG00000163909	HEYL	NA	HEYL
ENSG00000116981	NT5C1A	NA	NT5C1A
ENSG00000116983	HPCAL4	NA	HPCAL4
ENSG00000084072	PPIE	NA	PPIE
ENSG00000252413	RNU7-121P	NA	RNU7-121P
ENSG00000116985	BMP8B	NA	BMP8B
ENSG00000198754	OXCT2	NA	OXCT2
ENSG00000043514	TRIT1	NA	TRIT1
ENSG00000202222	Y_RNA	NA	Y_RNA
ENSG00000116990	MYCL	NA	MYCL
ENSG00000207356	Y_RNA	NA	Y_RNA
ENSG00000168389	MFSD2A	NA	MFSD2A
ENSG00000131236	CAP1	NA	CAP1
ENSG00000131238	PPT1	NA	PPT1
ENSG00000117000	RLF	NA	RLF
ENSG00000207508	RNU6-1237P	NA	RNU6-1237P
ENSG00000188800	TMCO2	NA	TMCO2
ENSG00000084073	ZMPSTE24	NA	ZMPSTE24
ENSG00000049089	COL9A2	NA	COL9A2
ENSG00000084070	SMAP2	NA	SMAP2
ENSG00000187801	ZFP69B	NA	ZFP69B
ENSG00000187815	ZFP69	NA	ZFP69
ENSG00000164002	EXO5	NA	EXO5
ENSG00000117010	ZNF684	NA	ZNF684
ENSG00000233910	GTF2F2P2	NA	GTF2F2P2
ENSG00000117016	RIMS3	NA	RIMS3
ENSG00000272145	NFYC-AS1	NA	NFYC-AS1
ENSG00000066136	NFYC	NA	NFYC
ENSG00000198974	MIR30E	NA	MIR30E
ENSG00000207962	MIR30C1	NA	MIR30C1
ENSG00000117013	KCNQ4	NA	KCNQ4
ENSG00000264582	RN7SL326P	NA	RN7SL326P
ENSG00000179862	CITED4	NA	CITED4
ENSG00000233118	UBE2V1P8	NA	UBE2V1P8
ENSG00000171793	CTPS1	NA	CTPS1
ENSG00000281207	SLFNL1-AS1	NA	SLFNL1-AS1
ENSG00000171790	SLFNL1	NA	SLFNL1
ENSG00000010803	SCMH1	NA	SCMH1
ENSG00000215893	RPL23AP17	NA	RPL23AP17
ENSG00000204060	FOXO6	NA	FOXO6
ENSG00000252563	RNA5SP45	NA	RNA5SP45
ENSG00000127129	EDN2	NA	EDN2
ENSG00000127124	HIVEP3	NA	HIVEP3
ENSG00000227538	HNRNPFP1	NA	HNRNPFP1
ENSG00000044012	GUCA2B	NA	GUCA2B
ENSG00000197273	GUCA2A	NA	GUCA2A
ENSG00000198815	FOXJ3	NA	FOXJ3
ENSG00000177181	RIMKLA	NA	RIMKLA
ENSG00000066185	ZMYND12	NA	ZMYND12
ENSG00000127125	PPCS	NA	PPCS
ENSG00000186409	CCDC30	NA	CCDC30
ENSG00000236876	TMSB4XP1	NA	TMSB4XP1
ENSG00000200254	RNU6-536P	NA	RNU6-536P
ENSG00000171960	PPIH	NA	PPIH
ENSG00000065978	YBX1	NA	YBX1
ENSG00000164007	CLDN19	NA	CLDN19
ENSG00000117385	P3H1	NA	P3H1
ENSG00000164008	C1orf50	NA	C1orf50
ENSG00000274386	TMEM269	NA	TMEM269
ENSG00000177868	SVBP	NA	SVBP
ENSG00000164010	ERMAP	NA	ERMAP
ENSG00000164011	ZNF691	NA	ZNF691
ENSG00000225099	ATP6V1E1P1	NA	ATP6V1E1P1
ENSG00000117394	SLC2A1	NA	SLC2A1
ENSG00000227533	SLC2A1-AS1	NA	SLC2A1-AS1
ENSG00000207256	RNU6-880P	NA	RNU6-880P
ENSG00000283136	U6	NA	U6
ENSG00000186973	FAM183A	NA	FAM183A
ENSG00000117395	EBNA1BP2	NA	EBNA1BP2
ENSG00000284410	MIR6733	NA	MIR6733
ENSG00000243710	CFAP57	NA	CFAP57
ENSG00000199240	RNA5SP46	NA	RNA5SP46
ENSG00000179178	TMEM125	NA	TMEM125
ENSG00000253313	C1orf210	NA	C1orf210
ENSG00000066056	TIE1	NA	TIE1
ENSG00000117400	MPL	NA	MPL
ENSG00000117399	CDC20	NA	CDC20
ENSG00000066322	ELOVL1	NA	ELOVL1
ENSG00000283836	MIR6734	NA	MIR6734
ENSG00000159479	MED8	NA	MED8
ENSG00000198198	SZT2	NA	SZT2
ENSG00000229372	SZT2-AS1	NA	SZT2-AS1
ENSG00000274975	MIR6735	NA	MIR6735
ENSG00000178922	HYI	NA	HYI
ENSG00000229348	HYI-AS1	NA	HYI-AS1
ENSG00000142949	PTPRF	NA	PTPRF
ENSG00000066135	KDM4A	NA	KDM4A
ENSG00000236200	KDM4A-AS1	NA	KDM4A-AS1
ENSG00000126091	ST3GAL3	NA	ST3GAL3
ENSG00000283414	U6	NA	U6
ENSG00000283477	MIR6079	NA	MIR6079
ENSG00000224751	SHMT1P1	NA	SHMT1P1
ENSG00000117407	ARTN	NA	ARTN
ENSG00000117408	IPO13	NA	IPO13
ENSG00000132768	DPH2	NA	DPH2
ENSG00000117410	ATP6V0B	NA	ATP6V0B
ENSG00000117411	B4GALT2	NA	B4GALT2
ENSG00000159214	CCDC24	NA	CCDC24
ENSG00000196517	SLC6A9	NA	SLC6A9
ENSG00000271647	KRT8P47	NA	KRT8P47
ENSG00000239560	RN7SL479P	NA	RN7SL479P
ENSG00000171872	KLF17	NA	KLF17
ENSG00000283039	KLF18	NA	KLF18
ENSG00000200171	Y_RNA	NA	Y_RNA
ENSG00000238037	OOSP1P1	NA	OOSP1P1
ENSG00000178028	DMAP1	NA	DMAP1
ENSG00000117419	ERI3	NA	ERI3
ENSG00000233602	ERI3-IT1	NA	ERI3-IT1
ENSG00000199385	RNU6-369P	NA	RNU6-369P
ENSG00000187147	RNF220	NA	RNF220
ENSG00000263381	MIR5584	NA	MIR5584
ENSG00000126106	TMEM53	NA	TMEM53
ENSG00000199377	RNU5F-1	NA	RNU5F-1
ENSG00000200169	RNU5D-1	NA	RNU5D-1
ENSG00000142945	KIF2C	NA	KIF2C
ENSG00000142937	RPS8	NA	RPS8
ENSG00000264294	SNORD55	NA	SNORD55
ENSG00000200913	SNORD46	NA	SNORD46
ENSG00000202031	SNORD38A	NA	SNORD38A
ENSG00000207421	SNORD38B	NA	SNORD38B
ENSG00000281859	SNORD38B	NA	SNORD38B
ENSG00000234093	RPS15AP11	NA	RPS15AP11
ENSG00000142959	BEST4	NA	BEST4
ENSG00000173846	PLK3	NA	PLK3
ENSG00000222009	BTBD19	NA	BTBD19
ENSG00000117425	PTCH2	NA	PTCH2
ENSG00000202444	RNU5E-6P	NA	RNU5E-6P
ENSG00000070785	EIF2B3	NA	EIF2B3
ENSG00000253039	RNA5SP47	NA	RNA5SP47
ENSG00000229815	CCNB1IP1P1	NA	CCNB1IP1P1
ENSG00000268949	MRPS17P1	NA	MRPS17P1
ENSG00000126107	HECTD3	NA	HECTD3
ENSG00000126088	UROD	NA	UROD
ENSG00000162415	ZSWIM5	NA	ZSWIM5
ENSG00000234315	OSTCP5	NA	OSTCP5
ENSG00000281912	LINC01144	NA	LINC01144
ENSG00000186603	HPDL	NA	HPDL
ENSG00000132781	MUTYH	NA	MUTYH
ENSG00000132773	TOE1	NA	TOE1
ENSG00000070759	TESK2	NA	TESK2
ENSG00000280670	CCDC163	NA	CCDC163
ENSG00000132763	MMACHC	NA	MMACHC
ENSG00000117450	PRDX1	NA	PRDX1
ENSG00000234379	HMGB1P48	NA	HMGB1P48
ENSG00000117448	AKR1A1	NA	AKR1A1
ENSG00000132780	NASP	NA	NASP
ENSG00000159588	CCDC17	NA	CCDC17
ENSG00000159592	GPBP1L1	NA	GPBP1L1
ENSG00000225447	RPS15AP10	NA	RPS15AP10
ENSG00000159596	TMEM69	NA	TMEM69
ENSG00000197429	IPP	NA	IPP
ENSG00000086015	MAST2	NA	MAST2
ENSG00000232467	TMA16P2	NA	TMA16P2
ENSG00000117461	PIK3R3	NA	PIK3R3
ENSG00000117472	TSPAN1	NA	TSPAN1
ENSG00000085998	POMGNT1	NA	POMGNT1
ENSG00000171357	LURAP1	NA	LURAP1
ENSG00000085999	RAD54L	NA	RAD54L
ENSG00000132128	LRRC41	NA	LRRC41
ENSG00000173660	UQCRH	NA	UQCRH
ENSG00000117481	NSUN4	NA	NSUN4
ENSG00000117480	FAAH	NA	FAAH
ENSG00000232022	FAAHP1	NA	FAAHP1
ENSG00000224863	LINC01398	NA	LINC01398
ENSG00000197587	DMBX1	NA	DMBX1
ENSG00000269956	MKNK1-AS1	NA	MKNK1-AS1
ENSG00000162456	KNCN	NA	KNCN
ENSG00000079277	MKNK1	NA	MKNK1
ENSG00000142961	MOB3C	NA	MOB3C
ENSG00000123472	ATPAF1	NA	ATPAF1
ENSG00000233647	NENFP1	NA	NENFP1
ENSG00000186118	TEX38	NA	TEX38
ENSG00000228237	EFCAB14-AS1	NA	EFCAB14-AS1
ENSG00000159658	EFCAB14	NA	EFCAB14
ENSG00000142973	CYP4B1	NA	CYP4B1
ENSG00000154198	CYP4Z2P	NA	CYP4Z2P
ENSG00000187048	CYP4A11	NA	CYP4A11
ENSG00000259832	CYP4A26P	NA	CYP4A26P
ENSG00000261196	CYP4A43P	NA	CYP4A43P
ENSG00000261593	CYP4A27P	NA	CYP4A27P
ENSG00000261290	CYP4A44P	NA	CYP4A44P
ENSG00000186377	CYP4X1	NA	CYP4X1
ENSG00000186160	CYP4Z1	NA	CYP4Z1
ENSG00000225506	CYP4A22-AS1	NA	CYP4A22-AS1
ENSG00000162365	CYP4A22	NA	CYP4A22
ENSG00000225514	MTND1P34	NA	MTND1P34
ENSG00000224805	LINC00853	NA	LINC00853
ENSG00000162366	PDZK1IP1	NA	PDZK1IP1
ENSG00000162367	TAL1	NA	TAL1
ENSG00000123473	STIL	NA	STIL
ENSG00000162368	CMPK1	NA	CMPK1
ENSG00000225762	LINC01389	NA	LINC01389
ENSG00000186790	FOXE3	NA	FOXE3
ENSG00000237424	FOXD2-AS1	NA	FOXD2-AS1
ENSG00000186564	FOXD2	NA	FOXD2
ENSG00000229554	RPL21P24	NA	RPL21P24
ENSG00000227883	ATP6V0E1P4	NA	ATP6V0E1P4
ENSG00000227947	LINC01738	NA	LINC01738
ENSG00000269113	TRABD2B	NA	TRABD2B
ENSG00000237180	CYP46A4P	NA	CYP46A4P
ENSG00000242267	SKINT1L	NA	SKINT1L
ENSG00000117834	SLC5A9	NA	SLC5A9
ENSG00000132122	SPATA6	NA	SPATA6
ENSG00000224986	PPP1R8P1	NA	PPP1R8P1
ENSG00000206700	RNU6-723P	NA	RNU6-723P
ENSG00000223175	RNU4-61P	NA	RNU4-61P
ENSG00000186094	AGBL4	NA	AGBL4
ENSG00000162373	BEND5	NA	BEND5
ENSG00000225623	AGBL4-IT1	NA	AGBL4-IT1
ENSG00000215887	ZNF859P	NA	ZNF859P
ENSG00000233595	MTND2P29	NA	MTND2P29
ENSG00000162374	ELAVL4	NA	ELAVL4
ENSG00000229316	HMGB1P45	NA	HMGB1P45
ENSG00000225671	FCF1P6	NA	FCF1P6
ENSG00000142700	DMRTA2	NA	DMRTA2
ENSG00000185104	FAF1	NA	FAF1
ENSG00000207194	RNU6-1026P	NA	RNU6-1026P
ENSG00000230585	PHBP12	NA	PHBP12
ENSG00000237130	MRPS6P2	NA	MRPS6P2
ENSG00000123080	CDKN2C	NA	CDKN2C
ENSG00000265538	MIR4421	NA	MIR4421
ENSG00000275816	MIR6500	NA	MIR6500
ENSG00000204006	C1orf185	NA	C1orf185
ENSG00000200262	Y_RNA	NA	Y_RNA
ENSG00000213478	CFL1P2	NA	CFL1P2
ENSG00000203356	LINC01562	NA	LINC01562
ENSG00000123091	RNF11	NA	RNF11
ENSG00000085831	TTC39A	NA	TTC39A
ENSG00000261664	TTC39A-AS1	NA	TTC39A-AS1
ENSG00000085832	EPS15	NA	EPS15
ENSG00000206595	RNU6-877P	NA	RNU6-877P
ENSG00000252032	RNU6-1281P	NA	RNU6-1281P
ENSG00000227742	CALR4P	NA	CALR4P
ENSG00000117859	OSBPL9	NA	OSBPL9
ENSG00000236973	GAPDHP51	NA	GAPDHP51
ENSG00000232846	SLC25A6P3	NA	SLC25A6P3
ENSG00000078618	NRDC	NA	NRDC
ENSG00000283899	MIR761	NA	MIR761
ENSG00000230604	TSEN15P2	NA	TSEN15P2
ENSG00000169213	RAB3B	NA	RAB3B
ENSG00000200839	RNA5SP48	NA	RNA5SP48
ENSG00000264613	RN7SL290P	NA	RN7SL290P
ENSG00000117862	TXNDC12	NA	TXNDC12
ENSG00000198841	KTI12	NA	KTI12
ENSG00000228369	TXNDC12-AS1	NA	TXNDC12-AS1
ENSG00000134717	BTF3L4	NA	BTF3L4
ENSG00000157077	ZFYVE9	NA	ZFYVE9
ENSG00000241745	RN7SL788P	NA	RN7SL788P
ENSG00000224255	PDCL3P6	NA	PDCL3P6
ENSG00000237663	DNAJC19P7	NA	DNAJC19P7
ENSG00000213735	ANAPC10P1	NA	ANAPC10P1
ENSG00000154222	CC2D1B	NA	CC2D1B
ENSG00000224680	PLA2G12AP1	NA	PLA2G12AP1
ENSG00000085840	ORC1	NA	ORC1
ENSG00000134748	PRPF38A	NA	PRPF38A
ENSG00000236290	EEF1GP7	NA	EEF1GP7
ENSG00000116157	GPX7	NA	GPX7
ENSG00000162377	COA7	NA	COA7
ENSG00000233664	NDUFS5P3	NA	NDUFS5P3
ENSG00000239640	RN7SL62P	NA	RN7SL62P
ENSG00000162378	ZYG11B	NA	ZYG11B
ENSG00000252018	RNU2-30P	NA	RNU2-30P
ENSG00000228929	RPS13P2	NA	RPS13P2
